day,p_open,p_close,overnight,intraday,fullday
2015-06-26,2097.0,2093.5,0.002390057361376652,-0.0016690510252741486,0.0007170172084129955
2015-06-29,2075.5,2050.0,-0.008598041557200897,-0.012286196097325952,-0.020778600429902094
2015-06-30,2064.75,2053.5,0.0071951219512194076,-0.005448601525608443,0.0017073170731707332
2015-07-01,2070.75,2070.25,0.008400292184076008,-0.00024145840878908587,0.0081568054541028
2015-07-02,2076.0,2068.25,0.002777442337881908,-0.003733140655105993,-0.0009660669001327893
2015-07-06,2053.5,2060.5,-0.007131633023087169,0.0034088142196251336,-0.0037471292155203395
2015-07-07,2061.0,2075.5,0.0002426595486533234,0.007035419699175094,0.0072797864595972595
2015-07-08,2057.5,2038.75,-0.008672609009877097,-0.009113001215066863,-0.01770657672849918
2015-07-09,2064.25,2043.5,0.012507664009809849,-0.010052077025554107,0.0023298589822196014
2015-07-10,2068.5,2070.5,0.01223391240518712,0.0009668842156151936,0.013212625397602151
2015-07-13,2084.25,2093.5,0.006640907993238354,0.004438047259206046,0.011108427915962338
2015-07-14,2092.25,2103.0,-0.0005970862192500315,0.005138009320109882,0.004537855266300461
2015-07-15,2100.75,2100.5,-0.0010699001426534016,-0.00011900511722007234,-0.001188777936281471
2015-07-16,2113.0,2117.75,0.0059509640561770105,0.002247988641741694,0.008212330397524337
2015-07-17,2117.5,2119.5,-0.00011804981702279171,0.0009445100354190661,0.000826348719159542
2015-07-20,2120.5,2120.25,0.00047180938900681646,-0.00011789672247108918,0.00035385704175516786
2015-07-21,2118.75,2113.25,-0.0007074637424832053,-0.002595870206489659,-0.003301497464921588
2015-07-22,2106.25,2106.25,-0.0033124334555778567,0.0,-0.0033124334555778567
2015-07-23,2108.5,2096.25,0.001068249258160181,-0.005809817405738715,-0.004747774480712175
2015-07-24,2096.5,2075.75,0.00011926058437694564,-0.00989744812783211,-0.00977936791890277
2015-07-27,2063.75,2061.75,-0.00578104299650728,-0.0009691096305269875,-0.006744550162591789
2015-07-28,2071.25,2087.5,0.004607736146477581,0.00784550392275185,0.012489390081241725
2015-07-29,2087.5,2100.25,0.0,0.006107784431137686,0.006107784431137686
2015-07-30,2096.5,2103.0,-0.001785501725985017,0.003100405437634235,0.001309367932389005
2015-07-31,2105.5,2099.75,0.001188777936281582,-0.0027309427689384824,-0.0015454113171659012
2015-08-03,2098.5,2090.5,-0.0005953089653529808,-0.0038122468429830914,-0.004405286343612369
2015-08-04,2091.25,2086.25,0.0003587658454915488,-0.002390914524805776,-0.002033006457785258
2015-08-05,2098.75,2095.25,0.005991611743559,-0.0016676593210244173,0.0043139604553625865
2015-08-06,2097.0,2077.0,0.0008352225271446301,-0.009537434430138325,-0.008710177783080808
2015-08-07,2074.0,2073.25,-0.001444390948483365,-0.00036162005785922435,-0.0018054886856042618
2015-08-10,2088.25,2099.75,0.007235017484625628,0.005507003471806549,0.012781864222838557
2015-08-11,2083.5,2079.75,-0.007739016549589195,-0.0017998560115191076,-0.009524943445648248
2015-08-12,2064.0,2082.75,-0.007573025604038941,0.009084302325581328,0.0014424810674360522
2015-08-13,2080.0,2080.75,-0.0013203697035170103,0.00036057692307700506,-0.0009602688752851085
2015-08-14,2078.75,2087.75,-0.0009611918779286466,0.0043295249549006876,0.003364171572750152
