day,p09,p16,overnight,intraday,gap_days
2024-10-17,2614.53,2595.59,-0.00015296776586737337,-0.007244131832489953,1.0
2024-10-18,2616.61,2651.31,0.008098351434548512,0.013261433687098867,1.0
2024-10-19,2640.23,2641.34,-0.004179066197464665,0.0004204179181359624,1.0
2024-10-20,2644.65,2699.86,0.00125315180930885,0.02087610836972753,1.0
2024-10-21,2697.86,2680.1,-0.0007407791515116058,-0.006582995411177794,1.0
2024-10-22,2622.42,2628.01,-0.0215215850154844,0.002131618886372255,1.0
2024-10-23,2571.6,2512.51,-0.021464910711907592,-0.022977912583605375,1.0
2024-10-24,2530.4,2539.96,0.00712036967017049,0.003778058804932094,1.0
2024-10-25,2538.14,2476.1,-0.0007165467172711715,-0.02444309612550921,1.0
2024-10-26,2471.59,2486.68,-0.0018214127054640983,0.006105381556002376,1.0
2024-10-27,2476.16,2494.59,-0.004230540318818643,0.0074429762212460115,1.0
2024-10-28,2526.92,2506.7,0.012960045538545462,-0.00800183622750239,1.0
2024-10-29,2618.01,2624.74,0.04440499461443359,0.0025706548103328064,1.0
2024-10-30,2686.08,2655.0,0.023369933783917718,-0.011570764832022795,1.0
2024-10-31,2638.78,2514.33,-0.006109227871939682,-0.047161946050826575,1.0
2024-11-01,2536.8,2514.49,0.008936774409087134,-0.008794544307789476,1.0
2024-11-02,2488.33,2493.02,-0.010403700153907902,0.0018847982381757777,1.0
2024-11-03,2434.85,2467.64,-0.023333146144034145,0.013466948682670399,1.0
2024-11-04,2458.92,2422.7,-0.0035337407401403453,-0.014730044084394933,1.0
2024-11-05,2442.1,2426.58,0.008007594832212028,-0.0063551861103149365,1.0
2024-11-06,2618.01,2689.6,0.07888880646836305,0.027345197306350988,1.0
2024-11-07,2805.0,2896.68,0.0429060083283761,0.032684491978609564,1.0
2024-11-08,2946.81,2935.0,0.01730601930485931,-0.004007723606204605,1.0
2024-11-09,3046.73,3086.27,0.03806814310051099,0.012977848381707568,1.0
2024-11-10,3201.8,3117.36,0.03743353627518009,-0.026372665375726134,1.0
2024-11-11,3152.19,3353.78,0.011172915543921746,0.06395236327759446,1.0
2024-11-12,3261.54,3286.0,-0.027503294789759658,0.007499524764375209,1.0
2024-11-13,3215.28,3168.39,-0.02152160681679849,-0.014583488840785308,1.0
2024-11-14,3166.59,3099.16,-0.0005681118801661444,-0.021294199754309906,1.0
2024-11-15,3102.85,3090.6,0.0011906452070884477,-0.003947983305670588,1.0
2024-11-16,3172.72,3150.12,0.02657089238335586,-0.007123225497364993,1.0
2024-11-17,3103.34,3073.37,-0.014850227927824866,-0.009657336933755367,1.0
2024-11-18,3067.6,3155.21,-0.0018774179483759257,0.0285597861520408,1.0
2024-11-20,3113.26,3072.32,-0.013295470032105516,-0.013150202681433631,2.0
2024-11-21,3348.0,3347.96,0.0897302364337047,-1.1947431302283817e-05,1.0
2024-11-22,3293.21,3291.31,-0.01635324197421717,-0.0005769446831511704,1.0
2024-11-23,3435.03,3405.1,0.0436665036110242,-0.00871316989953519,1.0
2024-11-24,3325.0,3341.59,-0.023523538222078644,0.004989473684210655,1.0
2024-11-25,3476.38,3501.8,0.04033708504035505,0.007312204074353179,1.0
2024-11-26,3311.5,3324.19,-0.05434348049574511,0.0038321002566812368,1.0
2024-11-27,3504.99,3623.99,0.054389189546927064,0.03395159472637577,1.0
2024-11-28,3588.12,3556.52,-0.009897930181926529,-0.008806840350935818,1.0
2024-11-29,3610.61,3592.86,0.015208687143612343,-0.004916066814194875,1.0
2024-11-30,3667.83,3712.02,0.020866384996910403,0.01204799568137016,1.0
2024-12-01,3701.21,3690.43,-0.002912161033615135,-0.0029125610273397218,1.0
2024-12-02,3626.34,3614.81,-0.017366539942499815,-0.003179514331254185,1.0
2024-12-03,3545.41,3606.94,-0.019198796063970236,0.017354833432522643,1.0
2024-12-04,3707.61,3879.01,0.027910084448313555,0.04622924201844314,1.0
2024-12-05,3917.14,3826.2,0.009829827713772277,-0.02321591773589915,1.0
2024-12-06,3888.8,4044.31,0.01636088024672011,0.039989199753137195,1.0
2024-12-07,3994.23,4016.91,-0.012382829209432455,0.00567819079021481,1.0
2024-12-08,3997.17,3976.6,-0.0049142251133332815,-0.005146140894683016,1.0
2024-12-09,3897.01,3743.79,-0.020014585324146128,-0.03931732276796829,1.0
2024-12-10,3693.66,3646.7,-0.013390174128356636,-0.01271367694915071,1.0
2024-12-11,3743.78,3832.36,0.02662132887267954,0.023660578345949812,1.0
2024-12-12,3942.6,3886.87,0.02876556482167647,-0.0141353421599959,1.0
2024-12-13,3924.53,3917.49,0.009689029990712417,-0.0017938453776631391,1.0
2024-12-14,3863.59,3832.95,-0.013758809850184628,-0.007930448106553856,1.0
2024-12-15,3884.03,3892.0,0.013326550046309116,0.0020519923893480563,1.0
2024-12-16,3898.75,4043.39,0.0017343268242548948,0.0370990702148124,1.0
2024-12-17,4007.6,3936.5,-0.00885148353238252,-0.01774129154606241,1.0
2024-12-18,3855.71,3695.0,-0.02052330750666831,-0.04168103928978062,1.0
2024-12-19,3678.39,3381.47,-0.004495263870094801,-0.08072009765141819,1.0
2024-12-20,3296.63,3440.75,-0.025089679932100428,0.04371737198290382,1.0
2024-12-21,3390.56,3357.44,-0.01458693598779337,-0.009768297862300046,1.0
2024-12-22,3370.97,3290.77,0.004029856080823402,-0.023791371623004598,1.0
2024-12-23,3317.6,3403.59,0.008153107023584072,0.025919339281408327,1.0
2024-12-24,3452.96,3450.21,0.014505272374169653,-0.0007964181455910602,1.0
2024-12-25,3482.57,3473.73,0.009379139240799805,-0.0025383552950838384,1.0
2024-12-26,3354.19,3329.81,-0.03441257668270126,-0.007268520864948003,1.0
2024-12-27,3387.87,3339.84,0.017436430306834394,-0.014177049296460575,1.0
2024-12-28,3366.01,3400.36,0.007835704704417079,0.010204960769575777,1.0
2024-12-29,3399.39,3359.37,-0.00028526391323280276,-0.01177270039624756,1.0
2024-12-30,3336.84,3399.43,-0.006706614633100738,0.0187572673547427,1.0
2024-12-31,3428.37,3346.2,0.008513191917468577,-0.023967658099913414,1.0
2025-01-01,3343.37,3360.4,-0.0008457354611201007,0.005093662980764968,1.0
2025-01-02,3465.85,3453.0,0.03138019283418636,-0.003707604195219094,1.0
2025-01-03,3481.85,3600.57,0.008355053576599936,0.0340968163476314,1.0
2025-01-04,3644.0,3660.47,0.01206197907553519,0.004519758507135041,1.0
2025-01-05,3614.65,3635.77,-0.012517518242192827,0.00584288935304933,1.0
2025-01-06,3651.03,3683.49,0.004197185190482511,0.008890641818883882,1.0
2025-01-07,3636.0,3396.62,-0.012892664293916889,-0.0658360836083609,1.0
2025-01-08,3358.25,3285.68,-0.011296524191696466,-0.021609469217598543,1.0
2025-01-09,3221.04,3195.55,-0.01967324876433485,-0.007913593125201679,1.0
2025-01-10,3244.24,3259.59,0.015236813694043061,0.0047314625305157065,1.0
2025-01-11,3267.61,3299.54,0.002460432140238389,0.00977166797751261,1.0
2025-01-12,3267.09,3281.67,-0.009834704231498903,0.004462686978320196,1.0
2025-01-13,3060.05,3091.36,-0.06753268914912225,0.010231858956552875,1.0
2025-01-14,3208.7,3222.44,0.037957403861083705,0.004282108018824005,1.0
2025-01-15,3298.94,3434.01,0.023739774829011573,0.04094345456419335,1.0
2025-01-16,3328.61,3337.33,-0.030692979927257058,0.002619712132091223,1.0
2025-01-17,3402.0,3514.81,0.01937776605849595,0.0331599059376837,1.0
2025-01-18,3323.38,3266.02,-0.05446382592515664,-0.017259536977414558,1.0
2025-01-19,3276.99,3377.67,0.003358828176189821,0.030723316213964624,1.0
2025-01-20,3342.99,3320.24,-0.010267432875325389,-0.006805285089096835,1.0
2025-01-21,3309.68,3314.39,-0.00318049297641132,0.001423098305576298,1.0
2025-01-22,3284.15,3256.61,-0.009123850844348413,-0.008385731467807522,1.0
2025-01-23,3233.99,3247.18,-0.006945873162583327,0.004078553118593398,1.0
2025-01-24,3394.99,3329.28,0.04551949691732515,-0.01935499073634961,1.0
2025-01-25,3307.83,3337.03,-0.006442834486735993,0.008827539504751014,1.0
2025-01-26,3307.84,3329.67,-0.008747299245137174,0.006599472767727654,1.0
2025-01-27,3099.32,3145.38,-0.0691810299519171,0.014861324419550126,1.0
2025-01-28,3175.36,3095.42,0.009531439762445304,-0.0251750982565756,1.0
2025-01-29,3102.5,3136.56,0.0022872501954500635,0.010978243352135264,1.0
2025-01-30,3263.14,3231.6,0.040356313923534115,-0.009665536875524738,1.0
2025-01-31,3354.68,3315.99,0.038086396831291,-0.011533141760167953,1.0
2025-02-01,3246.21,3164.01,-0.021043489274696126,-0.025321836849741652,1.0
2025-02-02,3087.47,2950.64,-0.024190821141526264,-0.04431783952556623,1.0
2025-02-03,2576.77,2704.12,-0.1267081040045549,0.04942233881952984,1.0
2025-02-04,2795.88,2733.0,0.03393340532224909,-0.022490235632430577,1.0
2025-02-05,2817.88,2763.01,0.03105744603000371,-0.019472085397532868,1.0
2025-02-06,2791.66,2722.96,0.0103691264237189,-0.024609013991675144,1.0
2025-02-07,2776.01,2587.65,0.01948247495372679,-0.06785278151015306,1.0
2025-02-08,2621.44,2635.83,0.013058180202113912,0.005489349365234375,1.0
2025-02-09,2618.38,2637.19,-0.006620305558400874,0.00718383122388655,1.0
2025-02-10,2677.76,2684.28,0.01538379866448758,0.0024348709369024224,1.0
2025-02-11,2634.47,2598.44,-0.01855618638890144,-0.013676375134277441,1.0
2025-02-12,2595.48,2677.8,-0.001139145025476851,0.03171667668408151,1.0
2025-02-13,2659.0,2653.61,-0.007020688624990723,-0.002027077848815284,1.0
2025-02-14,2701.21,2728.2,0.017937828090789587,0.009991818481347226,1.0
2025-02-15,2707.02,2686.11,-0.007763360457444413,-0.007724361105569955,1.0
2025-02-16,2692.47,2670.57,0.0023677362431171467,-0.008133795362622265,1.0
2025-02-17,2776.59,2732.49,0.03969939001786127,-0.015882791481637626,1.0
2025-02-18,2702.99,2630.9,-0.010796013892091061,-0.02667046492957792,1.0
2025-02-19,2717.98,2721.04,0.033098939526397864,0.0011258360988675165,1.0
2025-02-20,2745.91,2749.69,0.009139887690000847,0.001376592823508549,1.0
2025-02-21,2836.32,2633.6,0.03150536969622042,-0.07147289445478655,1.0
2025-02-22,2722.71,2770.68,0.03383581409477521,0.017618475709862524,1.0
2025-02-23,2812.56,2806.56,0.01511542292866741,-0.0021332878231931085,1.0
2025-02-24,2674.46,2643.0,-0.047068297132432546,-0.011763122275150861,1.0
2025-02-25,2412.76,2493.37,-0.08711312902005286,0.03340987085329661,1.0
2025-02-26,2416.8,2339.77,-0.03070944143869525,-0.03187272426348897,1.0
2025-02-27,2336.89,2256.45,-0.001230890215704994,-0.03442181703032665,1.0
2025-02-28,2151.71,2216.13,-0.046418046045779815,0.02993897876572582,1.0
2025-03-01,2152.69,2225.3,-0.028626479493531587,0.03372989143815408,1.0
2025-03-02,2212.31,2510.8,-0.0058374151799758245,0.13492232101287804,1.0
2025-03-03,2376.88,2129.16,-0.05333758164728375,-0.10422065901517963,1.0
2025-03-04,2064.21,2139.05,-0.030504987882545187,0.036256001085160916,1.0
2025-03-05,2202.53,2231.39,0.029676725649236735,0.013103113237957986,1.0
2025-03-06,2246.29,2200.38,0.00667745217106841,-0.020438144674106984,1.0
2025-03-07,2188.53,2157.51,-0.005385433425135644,-0.014173897547668957,1.0
2025-03-08,2190.21,2212.99,0.015156360804816638,0.010400829144237234,1.0
2025-03-09,2141.81,2040.47,-0.03216462794680497,-0.04731512132261961,1.0
2025-03-10,2125.76,1869.3,0.041799193323107,-0.12064391088363702,1.0
2025-03-11,1894.9,1951.91,0.013694966030064704,0.030086020370468036,1.0
2025-03-12,1929.58,1878.25,-0.01144007664287805,-0.026601643881051795,1.0
2025-03-13,1897.02,1851.82,0.009993344868893805,-0.023826844208284625,1.0
2025-03-14,1902.79,1934.16,0.027524273417502743,0.016486317460150612,1.0
2025-03-15,1923.0,1937.31,-0.005769946643504165,0.007441497659906426,1.0
2025-03-16,1881.01,1882.74,-0.02906091436063407,0.0009197186617828645,1.0
2025-03-17,1908.28,1942.23,0.013565335627861552,0.017790890225753087,1.0
2025-03-18,1895.98,1904.57,-0.023812833701466918,0.004530638508845053,1.0
2025-03-19,2004.01,2031.06,0.05221126028447376,0.013497936637042685,1.0
2025-03-20,1996.6,1974.75,-0.016966510098175402,-0.010943604127015893,1.0
2025-03-21,1946.16,1973.93,-0.014477781997721206,0.014269124840711855,1.0
2025-03-22,1995.32,1995.94,0.010836250525601221,0.0003107271014173296,1.0
2025-03-23,2009.17,1996.3,0.006628455765203434,-0.006405630185599032,1.0
2025-03-24,2083.72,2088.71,0.043791013374743226,0.002394755533373205,1.0
2025-03-25,2059.6,2075.64,-0.01393683182442762,0.007787919984463043,1.0
2025-03-26,2064.64,1999.92,-0.005299570253030406,-0.03134686918784868,1.0
2025-03-27,2018.02,2004.08,0.009050362014480617,-0.006907761072734719,1.0
2025-03-28,1884.32,1874.16,-0.05975809348928185,-0.005391865500551818,1.0
2025-03-29,1851.78,1827.5,-0.011941349724676753,-0.0131117087342989,1.0
2025-03-30,1833.75,1814.22,0.0034199726402188713,-0.010650306748466232,1.0
2025-03-31,1834.16,1827.71,0.01099094927847788,-0.0035165961530073675,1.0
2025-04-01,1865.56,1910.09,0.020708974618511622,0.023869508351379798,1.0
2025-04-02,1871.91,1911.45,-0.019988586925223317,0.021122810391525304,1.0
2025-04-03,1759.65,1787.12,-0.07941615004316094,0.015611059017418105,1.0
2025-04-04,1788.76,1810.21,0.000917677604190148,0.011991547217066634,1.0
2025-04-05,1797.88,1782.17,-0.0068113644273315455,-0.00873806928159837,1.0
2025-04-06,1777.98,1626.24,-0.0023510663965840006,-0.0853440421152094,1.0
2025-04-07,1521.03,1545.41,-0.06469524793388437,0.01602861219042362,1.0
2025-04-08,1571.5,1466.67,0.016882251311949537,-0.066706967865097,1.0
2025-04-09,1461.81,1640.92,-0.0033136288326618413,0.12252618329331444,1.0
2025-04-10,1593.31,1514.67,-0.02901421153986794,-0.0493563713276135,1.0
2025-04-11,1558.2,1565.79,0.02873893323298149,0.004871005005775864,1.0
2025-04-12,1607.22,1642.63,0.026459486904374163,0.022031831360983523,1.0
2025-04-13,1603.04,1590.25,-0.024101593176795832,-0.007978590677712338,1.0
2025-04-14,1677.73,1636.58,0.05501021851910082,-0.024527188522587173,1.0
2025-04-15,1641.94,1606.96,0.0032751225115790206,-0.021304067140090366,1.0
2025-04-16,1577.34,1588.6,-0.018432319410564113,0.007138600428569619,1.0
2025-04-23,1815.09,1786.03,0.1425720760417979,-0.01601022538827268,7.0
2025-04-24,1757.86,1763.1,-0.01577241143765784,0.0029808972273104306,1.0
2025-04-29,1821.8,1821.65,0.03329363053712209,-8.233615105934788e-05,5.0
2025-04-30,1775.46,1786.69,-0.025356133175966855,0.0063251213769952574,1.0
2025-05-01,1849.29,1842.82,0.03503685586195693,-0.003498640018601784,1.0
2025-05-02,1841.23,1839.68,-0.0008628080876048605,-0.0008418285602559417,1.0
2025-05-03,1829.59,1838.21,-0.0054846495042616406,0.004711438081756114,1.0
