day,p_open,p_close,overnight,intraday,fullday
2015-06-26,4505.75,4473.5,0.0002775002775001756,-0.007157520945458629,-0.006882006882006908
2015-06-29,4427.5,4373.25,-0.010282776349614386,-0.01225296442687751,-0.02240974628367054
2015-06-30,4398.75,4388.25,0.005830903790087438,-0.0023870417732310134,0.003429943405933722
2015-07-01,4426.0,4423.0,0.008602518088076216,-0.0006778129236331143,0.007918874266507059
2015-07-02,4434.5,4426.5,0.0026000452181778044,-0.0018040365317397722,0.0007913181098802013
2015-07-06,4397.0,4412.75,-0.006664407545464823,0.003581987718899171,-0.003106291652547166
2015-07-07,4409.0,4424.5,-0.0008498102090532811,0.003515536402812325,0.0026627386550337473
2015-07-08,4385.75,4344.5,-0.008758051757260743,-0.009405460867582538,-0.01808113911176401
2015-07-09,4398.75,4344.25,0.012487052595235415,-0.012389883489627773,-5.7544021176192395e-05
2015-07-10,4401.75,4412.0,0.013235886516659967,0.0023286192991422983,0.015595327156586292
2015-07-13,4449.75,4486.75,0.008556210335448844,0.00831507388055508,0.0169424297370806
2015-07-14,4492.75,4518.75,0.0013372708530674515,0.005787101441210751,0.007132111216359371
2015-07-15,4522.5,4523.25,0.0008298755186721962,0.00016583747927034764,0.000995850622406591
2015-07-16,4558.25,4586.5,0.007737799148842095,0.0061975538858114465,0.013983308461836153
2015-07-17,4626.25,4653.0,0.008666739343726082,0.005782221021345624,0.014499073367491455
2015-07-20,4658.5,4668.75,0.0011820330969267712,0.002200279059783261,0.0033849129593810368
2015-07-21,4670.25,4669.25,0.0003212851405622885,-0.00021412129971631888,0.00010709504685402216
2015-07-22,4606.25,4613.5,-0.013492530920383383,0.0015739484396199988,-0.011939819028751963
2015-07-23,4613.75,4597.5,5.418879375751473e-05,-0.003522080736927613,-0.003468082800476835
2015-07-24,4617.75,4557.0,0.00440456769983677,-0.01315575767419197,-0.008809135399673762
2015-07-27,4522.25,4514.5,-0.00762563089752033,-0.0017137486870473229,-0.00932631116962912
2015-07-28,4530.5,4553.5,0.0035441355631853355,0.005076702350733875,0.008638830435264255
2015-07-29,4561.25,4571.75,0.0017019874821566638,0.002302000548095373,0.004007906006368689
2015-07-30,4562.25,4591.25,-0.0020779788921091447,0.006356512685626647,0.004265325094329198
2015-07-31,4600.75,4585.25,0.0020691532806969004,-0.00336901592131722,-0.0013068336509665102
2015-08-03,4588.25,4572.5,0.0006542718499535916,-0.003432681305508667,-0.002780655362302986
2015-08-04,4567.5,4560.75,-0.0010934937124111865,-0.001477832512315258,-0.0025697102241661884
2015-08-05,4586.25,4598.75,0.005591185660253295,0.0027255382938129458,0.008331962944691185
2015-08-06,4605.25,4520.25,0.001413427561837377,-0.01845719559198744,-0.01706985593911392
2015-08-07,4509.75,4518.25,-0.0023228803716608404,0.0018848051444093628,-0.0004424534041258532
2015-08-10,4555.25,4568.25,0.00818901123222493,0.0028538499533505846,0.011066231394898374
2015-08-11,4547.0,4511.5,-0.004651671865594009,-0.0078073455025291505,-0.012422700158704059
2015-08-12,4476.0,4528.25,-0.007868779784993896,0.0116733690795352,0.0037127341239056033
2015-08-13,4528.25,4518.25,0.0,-0.002208358637442731,-0.002208358637442731
2015-08-14,4511.0,4527.75,-0.0016046035522603308,0.003713145643981397,0.002102583965030602
2015-08-17,4513.75,4566.25,-0.0030920435094693444,0.011631127111603412,0.00850311965104078
2015-08-18,4552.5,4539.5,-0.0030112236517930713,-0.0028555738605161585,-0.005858198740760989
2015-08-19,4521.75,4505.75,-0.003910122260160853,-0.0035384530325648367,-0.007434739508756505
2015-08-20,4466.5,4376.25,-0.008711091383232561,-0.020205977834993893,-0.028741053098818137
2015-08-21,4313.0,4202.0,-0.014453013424735817,-0.025736146533735238,-0.03981719508711801
2015-08-24,3908.25,4031.0,-0.06990718705378396,0.031407919145397534,-0.04069490718705382
2015-08-25,4178.5,4017.75,0.036591416521954745,-0.0384707430896255,-0.0032870255519722447
2015-08-26,4128.0,4224.75,0.02744073175284667,0.0234375,0.051521373903304024
2015-08-27,4276.25,4327.5,0.012190070418367949,0.01198479976615019,0.02432096573761755
2015-08-28,4304.75,4325.75,-0.0052570768341998475,0.004878332075033409,-0.0004043905257077318
2015-08-31,4303.5,4265.5,-0.005143616713864652,-0.008830022075055233,-0.013928220539790814
2015-09-01,4172.0,4142.25,-0.02192005626538507,-0.007130872483221529,-0.02889461962255302
2015-09-02,4200.0,4255.5,0.013941698352344822,0.013214285714285623,0.027340213652000678
2015-09-03,4265.5,4230.0,0.002349900129244409,-0.008322588207713033,-0.005992245329573542
2015-09-04,4177.75,4187.75,-0.012352245862884192,0.0023936329363891673,-0.009988179669030761
2015-09-08,4265.5,4300.5,0.018566055757865296,0.008205368655491707,0.02692376574532873
2015-09-09,4343.25,4252.25,0.009940704569236125,-0.020952052034766577,-0.011219625624927287
2015-09-10,4243.5,4295.0,-0.002057734140749057,0.012136208318604957,0.010053501087659455
2015-09-11,4276.75,4323.25,-0.0042491268917346225,0.010872742152335357,0.0065774155995343975
2015-09-14,4330.5,4308.25,0.0016769791245012655,-0.005137974829696357,-0.0034696119817266835
2015-09-15,4317.75,4362.75,0.0022050716648291946,0.010422094841063156,0.012650147971914327
2015-09-16,4359.0,4385.0,-0.0008595495960116439,0.005964670796054117,0.00509999426966945
2015-09-17,4379.0,4383.5,-0.00136830102622576,0.001027631879424451,-0.0003420752565564955
2015-09-21,4337.25,4333.75,-0.010550929622447858,-0.0008069629373450571,-0.0113493783506331
2015-09-22,4262.0,4271.25,-0.01655610037496391,0.0021703425621772965,-0.014421690222094052
2015-09-23,4269.0,4263.0,-0.0005267778753292873,-0.0014054813773717312,-0.0019315188762072388
2015-09-24,4226.0,4249.0,-0.008679333802486533,0.005442498816847996,-0.003284072249589487
2015-09-25,4295.0,4212.75,0.010826076723934985,-0.019150174621653138,-0.008531419157448816
2015-09-28,4187.25,4093.0,-0.006053053231262262,-0.02250880649591025,-0.02842561272328048
2015-09-29,4106.5,4074.0,0.003298314194966956,-0.007914282235480297,-0.004642071829953576
2015-09-30,4126.5,4161.0,0.012886597938144284,0.008360596146855581,0.02135493372606767
2015-10-01,4175.0,4183.75,0.0033645758231195533,0.002095808383233644,0.005467435712569024
2015-10-02,4128.0,4254.5,-0.013325365999402483,0.030644379844961156,0.016910666268300067
2015-10-05,4287.0,4320.75,0.007638970501821607,0.007872638208537452,0.015571747561405669
2015-10-06,4303.25,4292.25,-0.004050222762251976,-0.002556207517573905,-0.006596077069953132
2015-10-07,4321.5,4325.25,0.006814607723222066,0.0008677542519959225,0.007688275380045351
2015-10-08,4307.0,4340.25,-0.00421940928270037,0.007719990712793168,0.003468007629616743
2015-10-09,4344.5,4357.75,0.0009792062669200519,0.00304983312233853,0.004032025804965089
2015-10-12,4367.25,4370.75,0.0021800240950031746,0.0008014196576793253,0.002983190866846508
2015-10-13,4346.25,4347.75,-0.005605445289709965,0.0003451251078516737,-0.005262254761768559
2015-10-14,4348.5,4338.0,0.0001725030188028942,-0.002414625733011433,-0.0022425392444367365
2015-10-15,4352.25,4406.75,0.0032849239280774434,0.012522258601872505,0.01584831719686486
2015-10-16,4417.25,4430.25,0.002382708345152418,0.002943007527307806,0.005332728201055126
2015-10-19,4421.0,4453.25,-0.0020879182890356507,0.007294729699163005,0.0051915806105751194
